date,pe
2022-02-17,22.25
2022-02-18,22.21
2022-02-21,22.12
2022-02-22,21.97
2022-02-23,21.94
2022-02-24,20.89
2022-02-25,21.42
2022-02-28,21.59
2022-03-02,21.35
2022-03-03,21.21
2022-03-04,20.89
2022-03-07,20.39
2022-03-08,20.59
2022-03-09,21.01
2022-03-10,21.34
2022-03-11,21.38
2022-03-14,21.69
2022-03-15,21.42
2022-03-16,21.82
2022-03-17,22.23
2022-03-21,22.01
2022-03-22,22.26
2022-03-23,22.17
2022-03-24,22.14
2022-03-25,22.05
2022-03-28,22.14
2022-03-29,22.27
2022-03-30,22.5
2022-03-31,22.92
2022-04-01,23.19
2022-04-04,23.69
2022-04-05,23.57
2022-04-06,23.37
2022-04-07,23.15
2022-04-08,23.34
2022-04-11,23.2
2022-04-12,23.01
2022-04-13,22.92
2022-04-18,22.53
2022-04-19,22.1
2022-04-20,22.33
2022-04-21,22.67
2022-04-22,22.38
2022-04-25,22.03
2022-04-26,22.17
2022-04-27,21.96
2022-04-28,22.2
2022-04-29,22.01
2022-05-02,21.87
2022-05-04,21.31
2022-05-05,21.24
2022-05-06,20.89
2022-05-09,20.75
2022-05-10,20.42
2022-05-11,20.32
2022-05-12,19.87
2022-05-13,19.83
2022-05-16,19.72
2022-05-17,20.12
2022-05-18,20.09
2022-05-19,19.51
2022-05-20,20.05
2022-05-23,20.01
2022-05-24,19.87
2022-05-25,19.74
2022-05-26,19.88
2022-05-27,20.27
2022-05-30,20.65
2022-05-31,20.44
2022-06-01,20.45
2022-06-02,20.58
2022-06-03,20.52
2022-06-06,20.5
2022-06-07,20.31
2022-06-08,20.24
2022-06-09,20.39
2022-06-10,20.05
2022-06-13,19.52
2022-06-14,19.47
2022-06-15,19.42
2022-06-16,19.01
2022-06-17,18.92
2022-06-20,18.99
2022-06-21,19.35
2022-06-22,19.07
2022-06-23,19.25
2022-06-24,19.43
2022-06-27,19.59
2022-06-28,19.61
2022-06-29,19.55
2022-06-30,19.5
2022-07-01,19.46
2022-07-04,19.57
2022-07-05,19.54
2022-07-06,19.76
2022-07-07,19.93
2022-07-08,20.04
2022-07-11,20.03
2022-07-12,19.83
2022-07-13,19.72
2022-07-14,19.69
2022-07-15,19.82
2022-07-18,20.11
2022-07-19,20.18
2022-07-20,20.33
2022-07-21,20.43
2022-07-22,20.55
2022-07-25,20.44
2022-07-26,20.17
2022-07-27,20.19
2022-07-28,20.49
2022-07-29,20.73
2022-08-01,20.9
2022-08-02,20.86
2022-08-03,20.85
2022-08-04,20.85
2022-08-05,20.86
2022-08-08,21.02
2022-08-10,21.11
2022-08-11,21.29
2022-08-12,21.18
2022-08-16,21.34
2022-08-17,21.42
2022-08-18,21.44
2022-08-19,21.2
2022-08-22,20.88
2022-08-23,20.98
2022-08-24,21.02
2022-08-25,20.92
2022-08-26,20.96
2022-08-29,20.67
2022-08-30,21.2
2022-09-01,20.94
2022-09-02,20.94
2022-09-05,21.09
2022-09-06,21.08
2022-09-07,21.04
2022-09-08,21.25
2022-09-09,21.29
2022-09-12,21.41
2022-09-13,21.57
2022-09-14,21.49
2022-09-15,21.34
2022-09-16,20.93
2022-09-19,21.04
2022-09-20,21.27
2022-09-21,21.15
2022-09-22,21.05
2022-09-23,20.69
2022-09-26,20.31
2022-09-27,20.3
2022-09-28,20.13
2022-09-29,20.08
2022-09-30,20.64
2022-10-03,20.39
2022-10-04,20.86
2022-10-06,20.93
2022-10-07,20.9
2022-10-10,20.82
2022-10-11,20.51
2022-10-12,20.67
2022-10-13,20.53
2022-10-14,20.74
2022-10-17,20.86
2022-10-18,20.99
2022-10-19,21.02
2022-10-20,21.06
2022-10-21,21.07
2022-10-24,21.26
2022-10-25,21.0
2022-10-27,21.1
2022-10-28,21.15
2022-10-31,21.42
2022-11-01,21.98
2022-11-02,21.82
2022-11-03,21.79
2022-11-04,21.77
2022-11-07,21.71
2022-11-09,21.66
2022-11-10,21.53
2022-11-11,21.92
2022-11-14,21.79
2022-11-15,21.89
2022-11-16,21.91
2022-11-17,21.83
2022-11-18,21.79
2022-11-21,21.82
2022-11-22,21.93
2022-11-23,21.95
2022-11-24,22.21
2022-11-25,22.25
2022-11-28,22.31
2022-11-29,22.37
2022-11-30,22.54
2022-12-01,22.61
2022-12-02,22.47
2022-12-05,22.47
2022-12-06,22.4
2022-12-07,22.31
2022-12-08,22.36
2022-12-09,22.23
2022-12-12,22.23
2022-12-13,22.36
2022-12-14,22.43
2022-12-15,22.13
2022-12-16,21.96
2022-12-19,22.14
2022-12-20,22.1
2022-12-21,21.87
2022-12-22,21.79
2022-12-23,21.4
2022-12-26,21.65
2022-12-27,21.79
2022-12-28,21.78
2022-12-29,21.86
2022-12-30,21.79
